番号,ポケモン,わざ1,わざ2,わざ3,わざ4,もちもの,せいかく,努力値,HP,こうげき,ぼうぎょ,とくこう,とくぼう,すばやさ
574,ドンカラス,ばかぢから,ついばむ,あやしいひかり,でんじは,しろいハーブ,いじっぱり,HP/こうげき,199,185,65,106,65,84
575,ハガネール,じしん,ほのおのキバ,かみなりのキバ,こおりのキバ,シュカのみ,いじっぱり,こうげき/ぼうぎょ,143,141,244,61,78,43
576,マニューラ,つじぎり,メロメロ,かげぶんしん,あられ,ひかりのこな,ようき,こうげき/すばやさ,138,164,78,52,98,185
577,グライオン,じしん,ほのおのキバ,かみなりのキバ,こおりのキバ,するどいキバ,ようき,こうげき/すばやさ,143,139,138,52,88,152
578,ドククラゲ,どくどく,ギガドレイン,メロメロ,あやしいひかり,くろいヘドロ,おだやか,HP/とくぼう,179,74,78,93,180,113
579,プテラ,かみつく,ほのおのキバ,かみなりのキバ,こおりのキバ,するどいキバ,ようき,こうげき/すばやさ,148,149,78,65,88,191
580,ポリゴン２,トライアタック,１０まんボルト,じこさいせい,トリックルーム,くろいてっきゅう,れいせい,HP/とくこう,184,93,103,163,108,65
581,ベロベルト,なみのり,れいとうビーム,１０まんボルト,シャドーボール,たつじんのおび,ひかえめ,HP/とくこう,209,88,108,136,108,63
582,メガヤンマ,つばめがえし,とんぼがえり,つじぎり,はがねのつばさ,ちからのハチマキ,いじっぱり,こうげき/すばやさ,154,132,99,116,69,139
583,サーナイト,サイコキネシス,１０まんボルト,めいそう,ねむる,カゴのみ,ひかえめ,とくこう/とくぼう,136,70,78,185,159,93
584,エルレイド,ドレインパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ひかりのこな,ようき,こうげき/すばやさ,136,169,78,70,128,136
585,ナッシー,ゆめくい,さいみんじゅつ,やどりぎのタネ,ねをはる,ラムのみ,ひかえめ,HP/とくこう,194,97,98,185,78,68
586,スターミー,ハイドロポンプ,ふぶき,かみなり,じこさいせい,こうかくレンズ,おくびょう,とくこう/すばやさ,129,79,98,144,98,174
587,フライゴン,じわれ,ほのおのパンチ,かみなりパンチ,つばめがえし,するどいキバ,ようき,こうげき/すばやさ,148,144,93,83,93,158
588,シャワーズ,ハイドロポンプ,れいとうビーム,とける,あまごい,しめったいわ,ひかえめ,HP/とくこう,229,70,73,163,108,78
589,サンダース,ほうでん,にどげり,あなをほる,でんじは,するどいツメ,すなお,こうげき/とくこう,133,109,73,154,108,143
590,ブースター,ほのおのキバ,じたばた,こらえる,すなかけ,カムラのみ,ようき,こうげき/すばやさ,133,174,73,97,123,119
591,エーフィ,サイコキネシス,スピードスター,あまえる,メロメロ,ひかりのこな,おくびょう,とくこう/すばやさ,133,70,73,174,108,169
592,ブラッキー,どくどく,くろいまなざし,かげぶんしん,あやしいひかり,たべのこし,わんぱく,ぼうぎょ/とくぼう,163,78,169,65,174,78
593,リーフィア,リーフブレード,とっておき,のろい,くさぶえ,ひかりのこな,ようき,こうげき/すばやさ,133,154,143,65,78,152
594,グレイシア,れいとうビーム,かげぶんしん,あくび,あられ,たべのこし,おだやか,とくこう/とくぼう,133,65,123,174,152,78
595,ルカリオ,クロスチョップ,ストーンエッジ,かみなりパンチ,れいとうパンチ,ピントレンズ,いじっぱり,こうげき/すばやさ,138,169,83,115,83,134
596,カバルドン,じしん,いばる,すなじごく,あくび,オボンのみ,わんぱく,こうげき/ぼうぎょ,176,156,178,72,85,60
597,ダイノーズ,アイアンヘッド,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ヨプのみ,いじっぱり,こうげき/とくぼう,128,108,158,79,194,53
598,ヨノワール,のろい,いたみわけ,あやしいひかり,メロメロ,たべのこし,しんちょう,ぼうぎょ/とくぼう,113,113,179,70,196,58
599,ボスゴドラ,メタルクロー,ほのおのパンチ,かみなりパンチ,れいとうパンチ,せんせいのツメ,いじっぱり,こうげき/ぼうぎょ,138,169,224,65,73,63
600,トドゼルガ,ゆきなだれ,じしん,かみくだく,のろい,いのちのたま,ゆうかん,HP/こうげき,209,136,103,108,103,70
601,マンムー,ゆきなだれ,じしん,アイアンヘッド,のろい,オボンのみ,いじっぱり,HP/こうげき,209,191,93,74,73,93
602,ラプラス,ぜったいれいど,ほろびのうた,うたう,あやしいひかり,せんせいのツメ,わんぱく,ぼうぎょ/とくぼう,198,98,136,88,139,73
603,クロバット,エアスラッシュ,しねんのずつき,かみつく,たつまき,するどいキバ,すなお,こうげき/すばやさ,153,134,93,83,93,174
604,ジバコイル,アイアンヘッド,だいばくはつ,いばる,じこあんじ,ラムのみ,わんぱく,こうげき/ぼうぎょ,138,114,174,128,103,73
605,ドサイドン,ほのおのパンチ,かみなりパンチ,れいとうパンチ,アクアテール,たつじんのおび,いじっぱり,こうげき/ぼうぎょ,183,202,174,61,68,53
606,モジャンボ,ギガドレイン,やどりぎのタネ,どくどく,かげぶんしん,おおきなねっこ,ずぶとい,HP/ぼうぎょ/とくこう,189,101,174,144,63,63
607,ポリゴンＺ,トライアタック,でんじは,じこさいせい,トリック,こだわりスカーフ,おくびょう,とくこう/すばやさ,158,83,83,179,88,147
608,ギャラドス,たきのぼり,こおりのキバ,アイアンヘッド,りゅうのまい,ラムのみ,ようき,こうげき/すばやさ,163,169,92,65,113,137
609,カビゴン,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ねむる,カゴのみ,いじっぱり,こうげき/とくぼう,228,169,78,70,154,43
610,キングドラ,しおみず,れいとうビーム,たつまき,あくび,かいがらのすず,おくびょう,とくこう/すばやさ,143,97,108,139,108,141
611,ハピナス,どくどく,かげぶんしん,タマゴうみ,カウンター,カゴのみ,おだやか,HP/とくぼう,354,20,23,88,196,68
612,ミロカロス,どくどく,あやしいひかり,かげぶんしん,アクアリング,たべのこし,わんぱく,HP/ぼうぎょ,194,73,135,101,138,94
613,エレキブル,かみなり,ばくれつパンチ,いわなだれ,アイアンテール,こうかくレンズ,がんばりや,こうげき/とくこう,143,167,80,139,98,108
614,ブーバーン,ほのおのパンチ,きあいパンチ,あやしいひかり,えんまく,シュカのみ,いじっぱり,こうげき/すばやさ,143,152,80,124,108,127
615,トゲキッス,エアスラッシュ,あやしいかぜ,ぎんいろのかぜ,げんしのちから,ピントレンズ,ひかえめ,HP/とくこう,184,56,108,180,128,93
616,ウインディ,フレアドライブ,かみなりのキバ,きしかいせい,こらえる,カムラのみ,ようき,こうげき/すばやさ,158,154,93,101,93,152
617,カイリュー,ドラゴンダイブ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,するどいツメ,いじっぱり,こうげき/ぼうぎょ,159,195,139,101,113,93
618,バンギラス,ほのおのパンチ,かみなりパンチ,れいとうパンチ,つばめがえし,こだわりスカーフ,ようき,こうげき/すばやさ,168,178,123,97,113,115
619,ボーマンダ,ドラゴンクロー,ほのおのキバ,かみなりのキバ,りゅうのまい,するどいキバ,ようき,こうげき/すばやさ,163,179,93,110,93,158
620,メタグロス,サイコキネシス,ラスターカノン,シャドーボール,ヘドロばくだん,ものしりメガネ,ひかえめ,ぼうぎょ/とくこう,148,133,174,152,103,83
621,ガブリアス,りゅうせいぐん,だいちのちから,かえんほうしゃ,なみのり,しろいハーブ,ひかえめ,とくこう/すばやさ,176,128,108,136,98,146
622,ケッキング,ブレイククロー,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ラムのみ,いじっぱり,こうげき/ぼうぎょ,218,224,144,94,78,113
623,フシギバナ,タネばくだん,じしん,げきりん,のろい,くろいヘドロ,いじっぱり,こうげき/とくぼう,150,140,98,103,146,95
624,リザードン,フレアドライブ,じしん,かみくだく,ドラゴンクロー,ピントレンズ,いじっぱり,こうげき/すばやさ,148,143,93,111,100,146
625,カメックス,アクアテール,じしん,ゆきなだれ,しねんのずつき,いのちのたま,いじっぱり,HP/こうげき,180,141,115,90,120,93
626,メガニウム,リーフストーム,しぼりとる,ひかりのかべ,リフレクター,ひかりのねんど,ずぶとい,HP/とくこう,181,87,126,129,115,95
627,バクフーン,フレアドライブ,じしん,シャドークロー,つばめがえし,シュカのみ,いじっぱり,こうげき/すばやさ,148,143,93,111,100,146
628,オーダイル,ハイドロカノン,れいとうビーム,きあいだま,げんしのちから,ものしりメガネ,ひかえめ,ぼうぎょ/とくこう,155,108,146,137,98,93
629,ジュカイン,リーフブレード,シザークロス,つじぎり,つばめがえし,ピントレンズ,いじっぱり,こうげき/すばやさ,140,144,80,108,100,166
630,バシャーモ,ブレイズキック,じしん,シャドークロー,ストーンエッジ,イトケのみ,いじっぱり,こうげき/すばやさ,150,182,85,112,85,126
631,ラグラージ,だくりゅう,だいちのちから,れいとうビーム,カウンター,たつじんのおび,ひかえめ,HP/とくこう,201,112,105,144,105,75
632,ドダイトス,ハードプラント,だいちのちから,はかいこうせん,やどりぎのタネ,のんきのおこう,ひかえめ,ぼうぎょ/とくこう,165,111,151,133,100,71
633,ゴウカザル,かえんほうしゃ,きあいだま,ソーラービーム,にほんばれ,ひかりのこな,ひかえめ,とくこう/すばやさ,146,107,86,165,86,154
634,エンペルト,なみのり,じしん,ふぶき,シグナルビーム,せんせいのツメ,ゆうかん,こうげき/とくこう,154,145,103,157,116,67
635,ダグトリオ,じわれ,ギガインパクト,つばめがえし,つじぎり,するどいツメ,ようき,こうげき/すばやさ,105,126,65,58,85,182
636,ガラガラ,じしん,ギガインパクト,げきりん,ほのおのパンチ,ふといホネ,いじっぱり,こうげき/ぼうぎょ,130,138,156,58,95,60
637,チャーレム,サイコキネシス,きあいだま,シャドーボール,めいそう,ものしりメガネ,ひかえめ,とくこう/すばやさ,130,67,90,116,90,126
638,ヌオー,なみのり,だいちのちから,きあいだま,ヘドロばくだん,せんせいのツメ,ひかえめ,HP/とくこう,196,90,100,122,80,50
639,グランブル,ほのおのパンチ,かみなりパンチ,れいとうパンチ,しっぺがえし,ちからのハチマキ,いじっぱり,HP/こうげき,191,182,90,67,75,60
640,ルージュラ,ふぶき,エナジーボール,シグナルビーム,しぼりとる,たつじんのおび,ひかえめ,とくこう/すばやさ,135,58,50,177,110,141
641,バリヤード,サイコキネシス,１０まんボルト,エナジーボール,はかいこうせん,カシブのみ,ひかえめ,とくこう/とくぼう,110,54,80,160,166,105
642,ランターン,ハイドロポンプ,かみなり,ふぶき,あまごい,オボンのみ,ひかえめ,HP/とくこう,226,65,73,134,91,82
643,キノガッサ,ばくれつパンチ,かみなりパンチ,ストーンエッジ,からげんき,どくどくだま,いじっぱり,こうげき/ぼうぎょ,130,193,126,67,75,85
644,フォレトス,あなをほる,いばる,どくどく,かげぶんしん,たべのこし,いじっぱり,こうげき/ぼうぎょ,145,149,186,67,75,55
645,エアームド,ドリルくちばし,きりさく,しっぺがえし,つじぎり,するどいツメ,わんぱく,こうげき/ぼうぎょ,135,126,204,49,85,85
646,アブソル,つじぎり,サイコカッター,シザークロス,つばめがえし,するどいツメ,ようき,こうげき/すばやさ,135,176,75,81,75,133
647,ナマズン,ハイドロポンプ,だいちのちから,ふぶき,じわれ,フォーカスレンズ,ひかえめ,HP/とくこう,211,83,88,134,86,75
648,ハリテヤマ,ばくれつパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,いのちのたま,いじっぱり,HP/こうげき,245,182,75,49,75,65
649,ビークイン,シザークロス,つばめがえし,おいうち,とんぼがえり,ちからのハチマキ,いじっぱり,HP/こうげき,171,138,117,85,117,55
650,ライチュウ,１０まんボルト,きあいだま,シグナルビーム,わるだくみ,ヤタピのみ,おくびょう,とくこう/すばやさ,130,94,70,136,95,160
651,ジュゴン,ぜったいれいど,つのドリル,ねむる,ねごと,カムラのみ,おだやか,HP/ぼうぎょ/とくぼう,181,76,116,85,144,85
652,ライボルト,かみなりのキバ,ほのおのキバ,こおりのキバ,かみつく,せんせいのツメ,いじっぱり,こうげき/すばやさ,140,133,75,108,75,151
653,ムクホーク,ブレイブバード,おんがえし,はがねのつばさ,おいうち,ちからのハチマキ,いじっぱり,こうげき/すばやさ,155,182,85,58,65,146
654,トリトドン,たきのぼり,じしん,ストーンエッジ,じわれ,かいがらのすず,いじっぱり,HP/こうげき,212,141,83,96,97,54
655,スカタンク,ヘドロばくだん,あくのはどう,かえんほうしゃ,シャドーボール,シュカのみ,おくびょう,とくこう/すばやさ,173,97,82,117,76,143
656,ラフレシア,タネばくだん,ドレインパンチ,やつあたり,つるぎのまい,ラムのみ,いじっぱり,こうげき/とくぼう,145,138,100,103,136,65
657,ウツボット,ヘドロばくだん,ソーラービーム,はかいこうせん,こうごうせい,パワフルハーブ,ひかえめ,HP/とくこう,181,108,80,160,75,85
658,マルマイン,かみなり,はかいこうせん,でんじふゆう,あまごい,しめったいわ,おくびょう,とくこう/すばやさ,130,58,85,126,95,204
659,ルンパッパ,ハイドロポンプ,くさむすび,ふぶき,きあいだま,こうかくレンズ,ひかえめ,HP/とくこう,181,76,85,149,115,85
660,ダーテング,リーフストーム,あくのはどう,きあいだま,シャドーボール,しろいハーブ,ひかえめ,HP/とくこう,191,103,75,149,75,95
661,バクオング,からげんき,じしん,ゆきなだれ,かみくだく,いのちのたま,いじっぱり,HP/こうげき,205,150,78,95,78,83
662,オニゴーリ,れいとうビーム,シャドーボール,シグナルビーム,みずのはどう,ピントレンズ,ひかえめ,HP/とくこう,181,85,95,138,95,95
663,ミミロップ,チャージビーム,れいとうビーム,シャドーボール,きあいだま,ものしりメガネ,ひかえめ,とくこう/すばやさ,135,81,99,110,111,151
664,ユキメノコ,れいとうビーム,１０まんボルト,シグナルビーム,みちづれ,たつじんのおび,ひかえめ,とくこう/すばやさ,140,85,85,138,85,156
665,エテボース,ダブルアタック,ダストシュート,タネばくだん,つばめがえし,いのちのたま,いじっぱり,こうげき/すばやさ,145,160,81,67,81,161
666,スリーパー,しねんのずつき,ほのおのパンチ,かみなりパンチ,れいとうパンチ,オボンのみ,いじっぱり,こうげき/とくぼう,155,130,85,79,161,82
667,ゴローニャ,ジャイロボール,じしん,アームハンマー,なげつける,くろいてっきゅう,ゆうかん,こうげき/ぼうぎょ,150,171,176,70,80,54
668,サイドン,げきりん,アームハンマー,シャドークロー,ゆきなだれ,キーのみ,ゆうかん,HP/こうげき,206,193,135,60,60,49
669,ヤドラン,サイコキネシス,かえんほうしゃ,シャドーボール,シグナルビーム,こだわりメガネ,ひかえめ,HP/とくこう,196,81,125,160,95,45
670,マタドガス,ヘドロばくだん,１０まんボルト,あくのはどう,だいばくはつ,のんきのおこう,なまいき,とくこう/とくぼう,135,105,135,131,127,67
671,ガルーラ,ダブルアタック,アームハンマー,シャドークロー,いわなだれ,いのちのたま,ようき,こうげき/すばやさ,175,141,95,49,95,149
672,ケンタロス,ギガインパクト,じしん,げきりん,アイアンテール,ラムのみ,ようき,こうげき/すばやさ,145,146,110,49,85,171
673,フーディン,サイコキネシス,チャージビーム,シグナルビーム,くさむすび,ものしりメガネ,おくびょう,とくこう/すばやさ,125,58,60,181,100,182
674,ヤドキング,サイコキネシス,シャドーボール,シグナルビーム,きあいだま,ラムのみ,ひかえめ,とくこう/とくぼう,165,81,95,160,156,45
675,ミルタンク,ピヨピヨパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ピントレンズ,いじっぱり,こうげき/ぼうぎょ,165,138,151,49,85,115
676,チルタリス,ドラゴンダイブ,ゴッドバード,じしん,りゅうのまい,ひかりのこな,いじっぱり,こうげき/とくぼう,145,127,105,76,151,95
677,ドクロッグ,ヘドロばくだん,きあいだま,シャドーボール,あくのはどう,ものしりメガネ,ひかえめ,とくこう/すばやさ,153,108,80,145,80,131
678,ユキノオー,エナジーボール,ふぶき,シャドーボール,きあいだま,オッカのみ,れいせい,HP/とくこう,191,107,90,151,100,67
679,ニドクイン,ヘドロばくだん,だいちのちから,かえんほうしゃ,れいとうビーム,くろいヘドロ,ひかえめ,HP/とくこう,191,87,102,133,100,91
680,ニドキング,だいちのちから,ヘドロばくだん,れいとうビーム,シャドーボール,たつじんのおび,ひかえめ,とくこう/すばやさ,151,96,92,144,90,131
681,ユレイドル,ギガドレイン,ヘドロばくだん,じこさいせい,ねをはる,おおきなねっこ,おだやか,HP/ぼうぎょ/とくぼう,177,86,133,96,157,58
682,アーマルド,ストーンエッジ,ばかぢから,じしん,ギガインパクト,こだわりハチマキ,いじっぱり,こうげき/ぼうぎょ,145,188,146,76,95,60
683,トリデプス,アイアンヘッド,じわれ,かげぶんしん,てっぺき,たべのこし,しんちょう,HP/とくぼう,161,67,183,55,202,45
684,フローゼル,なみのり,れいとうビーム,きあいだま,あまごい,さざなみのおこう,ひかえめ,とくこう/すばやさ,155,108,70,144,65,161
685,ムウマージ,シャドーボール,エナジーボール,こごえるかぜ,みちづれ,ものしりメガネ,おくびょう,とくこう/すばやさ,130,67,75,151,120,166
686,フワライド,サイコキネシス,１０まんボルト,こごえるかぜ,みちづれ,ものしりメガネ,ひかえめ,HP/とくこう,251,85,59,149,69,95
687,ゴルダック,アクアテール,クロスチョップ,れいとうパンチ,しねんのずつき,ピントレンズ,いじっぱり,HP/こうげき,181,140,93,99,95,100
688,ニョロボン,ハイドロポンプ,きあいだま,ふぶき,どろばくだん,こうかくレンズ,ひかえめ,HP/とくこう,191,90,110,127,105,85
689,ギャロップ,フレアドライブ,どくづき,アイアンテール,つのドリル,ひかりのこな,いじっぱり,こうげき/すばやさ,135,160,85,85,95,151
690,ベトベトン,ダストシュート,しっぺがえし,かげうち,のろい,フォーカスレンズ,ゆうかん,HP/こうげき,206,166,90,80,115,58
691,ゲンガー,サイコキネシス,エナジーボール,きあいだま,あやしいひかり,ピントレンズ,ひかえめ,とくこう/すばやさ,130,72,75,193,90,156
692,デンリュウ,チャージビーム,はかいこうせん,でんじは,ねむる,カゴのみ,ひかえめ,HP/とくこう,191,81,90,177,105,70
693,ニョロトノ,たきのぼり,じしん,はらだいこ,ねむる,カゴのみ,しんちょう,こうげき/とくぼう,160,121,90,94,160,85
694,カイロス,シザークロス,ばかぢから,ストーンエッジ,ギガインパクト,のんきのおこう,いじっぱり,こうげき/ぼうぎょ,135,188,146,63,85,100
695,ハッサム,シザークロス,でんこうせっか,きしかいせい,こらえる,カムラのみ,ようき,こうげき/すばやさ,140,176,115,63,95,122
696,ヘラクロス,メガホーン,ストーンエッジ,からげんき,シャドークロー,バコウのみ,いじっぱり,こうげき/すばやさ,150,188,90,49,110,131
697,リングマ,からげんき,ばかぢから,かみくだく,まもる,どくどくだま,いじっぱり,HP/こうげき,191,193,90,85,90,70
698,ヘルガー,かえんほうしゃ,シャドーボール,ヘドロばくだん,おにび,イトケのみ,ひかえめ,とくこう/すばやさ,145,94,65,171,95,141
699,ドンファン,じしん,ジャイロボール,ほのおのキバ,かみなりのキバ,のんきのおこう,ゆうかん,こうげき/ぼうぎょ,160,182,166,75,75,58
700,ホエルオー,たきのぼり,ゆきなだれ,じしん,のろい,たべのこし,いじっぱり,HP/こうげき,271,179,60,94,60,75
701,ネンドール,だいちのちから,サイコキネシス,チャージビーム,れいとうビーム,ものしりメガネ,ひかえめ,とくこう/とくぼう,130,76,120,127,166,90
702,ラムパルド,もろはのずつき,しねんのずつき,ほのおのパンチ,かみなりパンチ,いのちのたま,いじっぱり,HP/こうげき,198,232,75,72,65,73
703,ドータクン,サイコキネシス,シャドーボール,チャージビーム,シグナルビーム,たべのこし,ひかえめ,HP/とくこう,168,93,131,137,131,48
704,ドラピオン,クロスポイズン,ほのおのキバ,かみなりのキバ,こおりのキバ,ピントレンズ,ようき,こうげき/すばやさ,140,136,125,67,90,155
705,レントラー,かみなりのキバ,こおりのキバ,ばかぢから,でんじは,しろいハーブ,いじっぱり,HP/こうげき,181,182,94,99,94,85
706,キュウコン,ねっぷう,あやしいかぜ,ゆめくい,さいみんじゅつ,こうかくレンズ,おくびょう,とくぼう/すばやさ,143,81,90,96,146,160
707,カイリキー,ばくれつパンチ,じしん,ストーンエッジ,れいとうパンチ,せんせいのツメ,いじっぱり,HP/こうげき,191,193,95,72,100,70
708,ツボツボ,ジャイロボール,みがわり,かげぶんしん,パワートリック,のんきのおこう,わんぱく,HP/ぼうぎょ/とくぼう,111,25,292,22,266,20
709,ロズレイド,リーフストーム,ヘドロばくだん,はかいこうせん,くさぶえ,しろいハーブ,ひかえめ,とくこう/すばやさ,130,76,70,188,120,136
710,ドンカラス,あくのはどう,エアカッター,サイコキネシス,シャドーボール,いのちのたま,ひかえめ,HP/とくこう,201,126,67,166,67,86
711,ハガネール,ジャイロボール,しっぺがえし,いばる,のろい,くろいてっきゅう,のんき,こうげき/ぼうぎょ,145,131,270,70,80,40
712,マニューラ,つじぎり,シザークロス,メタルクロー,カウンター,きあいのタスキ,いじっぱり,こうげき/すばやさ,140,182,80,54,100,171
713,グライオン,ハサミギロチン,じしん,とんぼがえり,カウンター,きあいのタスキ,ようき,HP/すばやさ,176,110,140,54,90,155
714,ドククラゲ,なみのり,ヘドロばくだん,ギガドレイン,ミラーコート,きあいのタスキ,ひかえめ,とくこう/とくぼう,150,76,80,138,166,115
715,プテラ,ギガインパクト,じしん,いわなだれ,かみくだく,ヤチェのみ,いじっぱり,こうげき/すばやさ,150,166,80,67,90,176
716,ポリゴン２,トライアタック,１０まんボルト,サイコキネシス,れいとうビーム,ものしりメガネ,ひかえめ,HP/とくこう,186,85,105,166,110,75
717,ベロベルト,おんがえし,ジャイロボール,のろい,ねむる,ラムのみ,ゆうかん,HP/こうげき,211,144,110,95,110,58
718,メガヤンマ,ぎんいろのかぜ,げんしのちから,あやしいかぜ,ギガドレイン,ラムのみ,ひかえめ,とくこう/すばやさ,156,81,101,178,71,141
719,サーナイト,サイコキネシス,チャージビーム,エナジーボール,きあいだま,ひかりのこな,ひかえめ,とくこう/とくぼう,138,72,80,188,161,95
720,エルレイド,サイコカッター,ストーンエッジ,つばめがえし,シザークロス,ピントレンズ,いじっぱり,こうげき/とくぼう,138,188,80,72,161,95
721,ナッシー,ウッドハンマー,しねんのずつき,トリックルーム,だいばくはつ,きあいのタスキ,ゆうかん,HP/こうげき,196,155,100,140,80,63
722,スターミー,なみのり,サイコキネシス,パワージェム,シグナルビーム,ものしりメガネ,ひかえめ,とくこう/すばやさ,130,81,100,160,100,161
723,フライゴン,りゅうせいぐん,だいちのちから,かえんほうしゃ,ギガドレイン,しろいハーブ,おくびょう,とくこう/すばやさ,150,103,95,126,95,160
724,シャワーズ,だくりゅう,ふぶき,アクアリング,あくび,たべのこし,ひかえめ,HP/とくこう,231,72,75,171,110,80
725,サンダース,かみなり,シャドーボール,あまごい,あくび,のんきのおこう,おくびょう,とくこう/すばやさ,135,72,75,156,110,193
726,ブースター,オーバーヒート,シャドーボール,どろかけ,おにび,しろいハーブ,ひかえめ,とくこう/とくぼう,135,130,75,155,156,80
727,エーフィ,サイコキネシス,シャドーボール,はかいこうせん,くさむすび,ラムのみ,ひかえめ,とくこう/すばやさ,135,72,75,193,110,156
728,ブラッキー,だましうち,いばる,じこあんじ,いやなおと,のんきのおこう,わんぱく,HP/ぼうぎょ,196,80,171,67,145,80
729,リーフィア,リーフブレード,シザークロス,こうごうせい,にほんばれ,あついいわ,いじっぱり,こうげき/ぼうぎょ,135,171,176,67,80,110
730,グレイシア,ふぶき,はかいこうせん,あられ,ミラーコート,きあいのタスキ,ひかえめ,ぼうぎょ/とくこう,135,67,156,193,110,80
731,ルカリオ,インファイト,じしん,ブレイズキック,シャドークロー,ちからのハチマキ,いじっぱり,こうげき/すばやさ,140,171,85,117,85,136
732,カバルドン,ばかぢから,ほのおのキバ,こおりのキバ,じわれ,しろいハーブ,いじっぱり,HP/こうげき,209,173,133,74,87,62
733,ダイノーズ,ストーンエッジ,アイアンヘッド,じしん,だいばくはつ,ピントレンズ,いじっぱり,こうげき/ぼうぎょ,130,111,191,81,165,55
734,ヨノワール,シャドーパンチ,ほのおのパンチ,かみなりパンチ,れいとうパンチ,ピントレンズ,いじっぱり,こうげき/とくぼう,115,160,150,72,181,60
735,ボスゴドラ,アイアンテール,ドラゴンダイブ,ゆきなだれ,つばめがえし,ちからのハチマキ,いじっぱり,こうげき/ぼうぎょ,140,171,226,67,75,65
736,トドゼルガ,ぜったいれいど,じわれ,ねむる,ねごと,のんきのおこう,ずぶとい,ぼうぎょ/とくぼう,180,85,176,110,136,80
737,マンムー,じしん,ばかぢから,じわれ,あられ,のんきのおこう,いじっぱり,HP/こうげき,211,193,95,76,75,95
738,ラプラス,たきのぼり,げきりん,しねんのずつき,りゅうのまい,ラムのみ,いじっぱり,HP/こうげき,231,144,65,60,110,75
739,クロバット,エアスラッシュ,ヘドロばくだん,ねっぷう,あくのはどう,おうじゃのしるし,ひかえめ,とくこう/すばやさ,155,94,95,127,95,176
740,ジバコイル,チャージビーム,ラスターカノン,でんじふゆう,でんじは,カゴのみ,ひかえめ,ぼうぎょ/とくこう,140,76,161,193,105,75
741,ドサイドン,つのドリル,ゆきなだれ,しっぺがえし,カウンター,きあいのタスキ,わんぱく,HP/ぼうぎょ,216,155,193,63,70,55
742,モジャンボ,ソーラービーム,しぼりとる,こうごうせい,にほんばれ,あついいわ,ひかえめ,ぼうぎょ/とくこう,170,106,171,171,65,65
743,ポリゴンＺ,サイコキネシス,れいとうビーム,シグナルビーム,チャージビーム,ものしりメガネ,ひかえめ,HP/とくこう,186,85,85,199,90,105
744,ギャラドス,げきりん,たきのぼり,ストーンエッジ,ギガインパクト,キーのみ,いじっぱり,こうげき/とくぼう,165,188,94,67,146,96
745,カビゴン,げきりん,ばかぢから,ダストシュート,タネばくだん,しろいハーブ,いじっぱり,こうげき/とくぼう,230,171,80,72,156,45
746,キングドラ,たきのぼり,げきりん,アイアンヘッド,りゅうのまい,ラムのみ,いじっぱり,HP/こうげき,176,155,110,99,110,100
747,ハピナス,かえんほうしゃ,１０まんボルト,れいとうビーム,めいそう,ひかりのこな,ひかえめ,HP/とくこう,356,22,25,133,150,70
748,ミロカロス,ハイドロポンプ,ふぶき,ミラーコート,じこさいせい,こうかくレンズ,おだやか,とくこう/とくぼう,165,67,94,146,188,96
749,エレキブル,１０まんボルト,サイコキネシス,きあいだま,シグナルビーム,ものしりメガネ,ひかえめ,とくこう/すばやさ,145,124,82,155,100,141
750,ブーバーン,フレアドライブ,かみなりパンチ,じしん,かわらわり,イトケのみ,いじっぱり,こうげき/すばやさ,145,155,82,126,110,129
751,トゲキッス,エアスラッシュ,ねっぷう,シグナルビーム,マジカルリーフ,ものしりメガネ,ひかえめ,とくこう/すばやさ,155,58,110,182,130,126
752,ウインディ,オーバーヒート,ソーラービーム,りゅうのはどう,にほんばれ,しろいハーブ,ひかえめ,とくこう/すばやさ,160,112,95,160,95,141
753,カイリュー,りゅうせいぐん,かえんほうしゃ,１０まんボルト,なみのり,たつじんのおび,ひかえめ,ぼうぎょ/とくこう,161,134,141,160,115,95
754,バンギラス,ばかぢから,ドラゴンクロー,シャドークロー,アクアテール,しろいハーブ,いじっぱり,こうげき/ぼうぎょ,170,198,156,99,115,76
755,ボーマンダ,りゅうせいぐん,ハイドロポンプ,かえんほうしゃ,あやしいかぜ,ものしりメガネ,ひかえめ,とくこう/すばやさ,165,135,95,171,95,146
756,メタグロス,アームハンマー,かみなりパンチ,れいとうパンチ,つばめがえし,オッカのみ,いじっぱり,こうげき/ぼうぎょ,150,199,176,99,105,85
757,ガブリアス,ドラゴンダイブ,ストーンエッジ,アクアテール,つばめがえし,きあいのタスキ,いじっぱり,こうげき/すばやさ,178,193,110,85,100,85
758,ケッキング,おんがえし,つじぎり,ダストシュート,つばめがえし,いのちのたま,ようき,こうげき/すばやさ,220,206,115,99,80,160
759,フシギバナ,ハードプラント,ヘドロばくだん,はかいこうせん,こうごうせい,ものしりメガネ,ひかえめ,HP/とくこう,183,89,100,162,117,97
